Date,Close,High,Low,Open,Volume
2021-01-11,140.1706085205078,141.9843630972668,139.10210960499538,140.16163448873803,5147800
2021-01-12,138.6800994873047,140.85300718209018,138.24013900952167,140.64649484148157,4385700
2021-01-13,141.34686279296875,141.80478506727562,137.96178921383841,139.3445574709277,5479900
2021-01-14,144.4266357421875,146.5187222152227,142.31657380481994,143.1246750527247,10102400
2021-01-15,141.05055236816406,144.43562587670988,140.86200178301,144.35481848307242,8607400
2021-01-19,147.0485076904297,147.34481516753624,142.27169192734874,142.71166612683655,8209000
2021-01-20,147.79373168945312,150.79270194645008,147.65006499789632,147.90147485771584,7943300
2021-01-21,147.9284210205078,149.4907655738964,146.6623839014245,148.88018894237953,6295700
2021-01-22,145.8363037109375,147.49741721309846,145.02820258604302,147.25498139530646,5062300
2021-01-25,147.61416625976562,149.99359999796116,145.21678445771929,147.54234660273815,5370800
2021-01-26,145.9530792236328,147.8386536584219,144.4805295075442,147.43460297245375,6554200
2021-01-27,137.97975158691406,144.31889859639094,137.09981686541158,142.3076192329567,9854000
2021-01-28,139.66778564453125,142.73858964191854,137.47691626958778,140.32324617037528,8087400
2021-01-29,140.32322692871094,144.23805518462675,138.9494467419634,143.88787618998148,9502100
2021-02-01,145.08209228515625,145.8183601596557,140.51180320199927,141.30194266477784,8265100
2021-02-02,147.9553985595703,148.4941419922774,144.83072227198718,147.71296264477064,6926500
2021-02-03,145.7285614013672,150.46945241701636,145.27961328472762,150.46945241701636,14156700
2021-02-04,132.86175537109375,136.28273908007762,130.37457805820273,134.84609910059638,46141800
2021-02-05,130.94921875,133.69677977397578,129.85378395339603,133.65189591083353,24695400
2021-02-08,132.33200073242188,132.52953907368038,130.46437422467798,132.08059078915005,12181600
2021-02-09,131.19161987304688,133.33759133368457,131.00305563472395,132.48459264780604,11681300
2021-02-10,130.64389038085938,132.66415672695516,129.62926334278384,132.54742584269994,11701300
2021-02-11,130.6978302001953,131.6047145575893,128.87510115228952,130.8953685532426,11600200
2021-02-12,132.87069702148438,135.94150087092248,130.0782388462896,130.70677724713562,9155200
2021-02-16,132.1344451904297,134.45101968114153,131.14675361271094,133.7865713742387,10211900
2021-02-17,129.9705047607422,131.89200252143502,128.77630089673605,130.93126049149453,11937200
2021-02-18,129.21630859375,129.92564091013023,128.36330952694848,128.8840775207988,8404400
2021-02-19,130.14109802246094,130.95818698200645,128.83915106651452,129.9974313195233,10012500
2021-02-22,125.22064208984375,129.40482903881062,124.87943706236453,127.72576709985971,12763900
